"marca_vehiculo","modelo_vehiculo","tipo_vehiculo","edad_vehiculo","fecha_accidente","gravedad_accidente","departamento_accidente","municipio_accidente","autoridad_de_transito"
"AKT","2024","MOTOCICLETA","3","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"RENAULT","2020","AUTOMOVIL","7","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"INTERNATIONAL","2022","CAMION","4","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","BOYACA","TUNJA","STRIA DE TTOyTTE TUNJA"
"BAJAJ","2020","MOTOCICLETA","6","12/2025","CON MUERTOS","VALLE DEL CAUCA","GINEBRA","STRIA DE TTOyTTE MCPAL DE GINEBRA"
"YAMAHA","2022","MOTOCICLETA","4","12/2025","CON HERIDOS","TOLIMA","MARIQUITA","STRIA DE TTOyTTE MCPAL DE SAN SEBASTIAN DE MARIQUITA TOLIMA"
"BAJAJ","2020","MOTOCICLETA","6","12/2025","CON HERIDOS","TOLIMA","MARIQUITA","STRIA DE TTOyTTE MCPAL DE SAN SEBASTIAN DE MARIQUITA TOLIMA"
"BAJAJ","2014","MOTOCICLETA","12","12/2025","CON MUERTOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"INTERNATIONAL","2010","BUS","16","12/2025","CON MUERTOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"YAMAHA","2019","MOTOCICLETA","7","12/2025","CON MUERTOS","ANTIOQUIA","CAREPA","STRIA DE TTOyTTE CAREPA"
"YAMAHA","2014","MOTOCICLETA","11","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"YAMAHA","2025","MOTOCICLETA","2","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"BAJAJ","2012","MOTOCICLETA","14","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"YAMAHA","2021","MOTOCICLETA","5","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"TOYOTA","2005","CAMPERO","21","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"YAMAHA","2022","MOTOCICLETA","5","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"DFSK","2015","CAMIONETA","10","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"YAMAHA","2024","MOTOCICLETA","2","12/2025","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"BAJAJ","2024","MOTOCICLETA","3","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"YAMAHA","2018","MOTOCICLETA","9","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"YAMAHA","2008","MOTOCICLETA","18","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"YAMAHA","2012","MOTOCICLETA","14","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"AKT","2016","MOTOCICLETA","10","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"RENAULT","2024","CAMPERO","2","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"YAMAHA","2010","MOTOCICLETA","16","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"YAMAHA","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"BAJAJ","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"BAJAJ","2018","MOTOCICLETA","8","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"BAJAJ","2020","MOTOCICLETA","6","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"BAJAJ","2014","MOTOCICLETA","13","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"AKT","2022","MOTOCICLETA","4","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"BAJAJ","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"RENAULT","2024","CAMPERO","3","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"BAJAJ","2023","MOTOCICLETA","4","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2006","MOTOCICLETA","20","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"BAJAJ","2024","MOTOCICLETA","2","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"BAJAJ","2022","MOTOCICLETA","4","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"RENAULT","2013","AUTOMOVIL","13","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"YAMAHA","1985","MOTOCICLETA","36","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"YAMAHA","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT-VOGE","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2025","MOTOCICLETA","2","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"BAJAJ","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"RENAULT","2023","CAMIONETA","3","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2024","MOTOCICLETA","2","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"YAMAHA","2024","MOTOCICLETA","2","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"RENAULT","2015","CAMIONETA","11","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"RENAULT","2023","CAMIONETA","3","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"BAJAJ","2021","MOTOCICLETA","5","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"RENAULT","2016","CAMIONETA","11","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","BARRANQUILLA","STRIA DTAL TTO BARRANQUILLA"
"AKT","2024","MOTOCICLETA","3","12/2025","CON MUERTOS","HUILA","RIVERA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","TOLIMA","GUAMO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2014","MOTOCICLETA","13","12/2025","CON HERIDOS","TOLIMA","GUAMO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2013","CAMPERO","13","12/2025","CON HERIDOS","TOLIMA","GUAMO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","TOLIMA","GUAMO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2008","AUTOMOVIL","18","12/2025","CON HERIDOS","TOLIMA","MELGAR","STRIA GOB TTOyTTE MELGAR"
"HARLEY DAVIDSON","2019","MOTOCICLETA","7","12/2025","CON HERIDOS","TOLIMA","MELGAR","STRIA GOB TTOyTTE MELGAR"
"HONDA","2021","MOTOCICLETA","6","12/2025","CON HERIDOS","TOLIMA","MELGAR","STRIA GOB TTOyTTE MELGAR"
"KAMEYO","2024","MOTOCARRO","2","12/2025","CON HERIDOS","BOYACA","CHIQUINQUIRA","STRIA MCPAL  TTOyTTE CHIQUINQUIRÁ"
"HONDA","2017","MOTOCICLETA","9","12/2025","CON HERIDOS","BOYACA","CHIQUINQUIRA","STRIA MCPAL  TTOyTTE CHIQUINQUIRÁ"
"CHEVROLET","2019","CAMIONETA","7","12/2025","CON HERIDOS","CUNDINAMARCA","SOACHA","STRIA MCPAL DE SOACHA"
"CHEVROLET","2011","AUTOMOVIL","15","12/2025","CON HERIDOS","CUNDINAMARCA","SOACHA","STRIA MCPAL DE SOACHA"
"NISSAN","2019","CAMIONETA","7","12/2025","CON HERIDOS","CUNDINAMARCA","SOACHA","STRIA MCPAL DE SOACHA"
"JMC","2021","CAMIONETA","5","12/2025","CON HERIDOS","CUNDINAMARCA","SOACHA","STRIA MCPAL DE SOACHA"
"CHEVROLET","2012","AUTOMOVIL","14","12/2025","CON HERIDOS","CUNDINAMARCA","SOACHA","STRIA MCPAL DE SOACHA"
"AKT","2024","MOTOCICLETA","2","12/2025","CON HERIDOS","QUINDIO","ARMENIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2012","MOTOCICLETA","14","12/2025","CON HERIDOS","QUINDIO","ARMENIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2007","MOTOCICLETA","19","12/2025","CON HERIDOS","QUINDIO","ARMENIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2020","AUTOMOVIL","6","12/2025","CON HERIDOS","QUINDIO","CALARCA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2019","MOTOCICLETA","7","12/2025","CON HERIDOS","QUINDIO","CALARCA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","1998","TRACTOCAMION","28","12/2025","CON HERIDOS","QUINDIO","CALARCA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2021","MOTOCICLETA","5","12/2025","CON HERIDOS","QUINDIO","CIRCASIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","QUINDIO","CIRCASIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2023","MOTOCICLETA","4","12/2025","CON HERIDOS","QUINDIO","CIRCASIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2022","MOTOCICLETA","4","12/2025","CON HERIDOS","ANTIOQUIA","TURBO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2014","MOTOCICLETA","13","12/2025","CON HERIDOS","ANTIOQUIA","TURBO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2021","AUTOMOVIL","5","12/2025","CON HERIDOS","ANTIOQUIA","TURBO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2026","MOTOCARRO","0","12/2025","CON HERIDOS","ANTIOQUIA","TURBO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","12/2025","CON MUERTOS","PUTUMAYO","PUERTO ASIS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BENELLI","2023","MOTOCICLETA","3","12/2025","CON MUERTOS","ARAUCA","TAME","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2019","MOTOCICLETA","7","12/2025","CON HERIDOS","BOYACA","COMBITA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2013","CAMPERO","13","12/2025","CON HERIDOS","BOYACA","COMBITA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2022","AUTOMOVIL","5","12/2025","CON MUERTOS","BOYACA","COMBITA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2023","AUTOMOVIL","3","12/2025","CON MUERTOS","BOYACA","COMBITA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2011","CAMION","15","12/2025","CON HERIDOS","ANTIOQUIA","SONSON","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"UAZ","2003","CAMPERO","22","12/2025","CON HERIDOS","ANTIOQUIA","SONSON","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2016","MOTOCICLETA","10","12/2025","CON HERIDOS","ANTIOQUIA","SAN ROQUE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2021","MOTOCICLETA","5","12/2025","CON HERIDOS","ANTIOQUIA","SAN ROQUE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2024","MOTOCICLETA","3","12/2025","CON HERIDOS","ANTIOQUIA","SAN ROQUE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","ANTIOQUIA","SANTA ROSA DE OSOS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2017","CAMIONETA","8","12/2025","CON HERIDOS","ANTIOQUIA","SANTA ROSA DE OSOS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2003","AUTOMOVIL","23","12/2025","CON HERIDOS","ANTIOQUIA","EL SANTUARIO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2012","AUTOMOVIL","15","12/2025","CON HERIDOS","NARINO","TANGUA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2025","MOTOCICLETA","2","12/2025","CON HERIDOS","NARINO","TANGUA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","NARINO","TANGUA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2024","MOTOCICLETA","2","12/2025","CON MUERTOS","CORDOBA","LORICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","3","12/2025","CON MUERTOS","CORDOBA","LORICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2018","MOTOCICLETA","8","12/2025","CON HERIDOS","ANTIOQUIA","EL CARMEN DE VIBORAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","ANTIOQUIA","CHIGORODO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","SANTANDER","ARATOCA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CITROEN","2026","CAMIONETA","0","12/2025","CON HERIDOS","SANTANDER","BARRANCABERMEJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2024","MOTOCICLETA","2","12/2025","CON MUERTOS","SANTANDER","BARRANCABERMEJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2019","MOTOCICLETA","8","12/2025","CON MUERTOS","SANTANDER","BARRANCABERMEJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","PUTUMAYO","MOCOA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON MUERTOS","PUTUMAYO","MOCOA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2001","CAMION","8","12/2025","CON MUERTOS","ANTIOQUIA","CACERES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"FREIGHTLINER","2013","TRACTOCAMION","12","12/2025","CON MUERTOS","ANTIOQUIA","CACERES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2015","MOTOCICLETA","11","12/2025","CON MUERTOS","ANTIOQUIA","CACERES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2013","CAMPERO","13","12/2025","CON HERIDOS","ANTIOQUIA","CALDAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","ANTIOQUIA","CALDAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CAMC","2007","CAMION","23","12/2025","CON HERIDOS","ANTIOQUIA","CALDAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2024","MOTOCICLETA","3","12/2025","CON HERIDOS","ANTIOQUIA","CALDAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2021","MOTOCICLETA","6","12/2025","CON MUERTOS","BOYACA","DUITAMA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","BOYACA","VILLA DE LEYVA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2020","MOTOCICLETA","6","12/2025","CON HERIDOS","BOYACA","VILLA DE LEYVA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2025","MOTOCICLETA","1","12/2025","CON HERIDOS","VALLE DEL CAUCA","TULUA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2019","AUTOMOVIL","8","12/2025","CON HERIDOS","VALLE DEL CAUCA","TULUA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","CALDAS","LA DORADA","INPS TTOYTTE LA DORADA"
"TOYOTA","1994","CAMIONETA","31","12/2025","CON HERIDOS","CALDAS","MANIZALES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2015","MOTOCICLETA","11","12/2025","CON HERIDOS","CALDAS","MANIZALES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","CALDAS","MANIZALES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"KTM","2023","MOTOCICLETA","2","12/2025","CON HERIDOS","CALDAS","MANIZALES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2005","CAMIONETA","20","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"HONDA","2018","MOTOCICLETA","8","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"NISSAN","2013","CAMIONETA","13","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"HONDA","2009","MOTOCICLETA","17","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"HONDA","2018","MOTOCICLETA","8","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"HONDA","2017","MOTOCICLETA","9","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"NISSAN","2020","CAMIONETA","7","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"ROYAL ENFIELD","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","CUNDINAMARCA","FUSAGASUGA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2014","MOTOCICLETA","12","12/2025","CON HERIDOS","CUNDINAMARCA","FUSAGASUGA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2020","AUTOMOVIL","6","12/2025","CON HERIDOS","CUNDINAMARCA","FUSAGASUGA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","2","12/2025","CON HERIDOS","BOYACA","DUITAMA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","4","12/2025","CON HERIDOS","BOYACA","DUITAMA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","12/2025","CON MUERTOS","VALLE DEL CAUCA","PALMIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2013","CAMIONETA","13","12/2025","CON MUERTOS","VALLE DEL CAUCA","PALMIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2014","MOTOCICLETA","12","12/2025","CON MUERTOS","VALLE DEL CAUCA","PALMIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2018","AUTOMOVIL","9","12/2025","CON MUERTOS","VALLE DEL CAUCA","PALMIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2017","MOTOCICLETA","9","12/2025","CON HERIDOS","RISARALDA","DOSQUEBRADAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2024","AUTOMOVIL","2","12/2025","CON MUERTOS","ARAUCA","SARAVENA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2026","MOTOCICLETA","1","12/2025","CON HERIDOS","ATLANTICO","PUERTO COLOMBIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2026","MOTOCICLETA","0","12/2025","CON HERIDOS","ATLANTICO","PUERTO COLOMBIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2009","CAMION","4","12/2025","CON HERIDOS","ATLANTICO","PUERTO COLOMBIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2015","MOTOCICLETA","11","12/2025","CON HERIDOS","ANTIOQUIA","RETIRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2007","MOTOCICLETA","19","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","3","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2010","MOTOCICLETA","16","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2020","MOTOCICLETA","6","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2012","AUTOMOVIL","14","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2024","CAMIONETA","3","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","2","12/2025","CON HERIDOS","ANTIOQUIA","RIONEGRO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2019","MOTOCICLETA","7","12/2025","CON HERIDOS","BOLIVAR","TURBACO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2015","MOTOCICLETA","12","12/2025","CON MUERTOS","BOLIVAR","TURBACO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2016","AUTOMOVIL","10","12/2025","CON HERIDOS","BOYACA","TUNJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2015","AUTOMOVIL","11","12/2025","CON HERIDOS","BOYACA","TUNJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2009","CAMIONETA","17","12/2025","CON HERIDOS","BOYACA","TUNJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2011","MOTOCICLETA","15","12/2025","CON HERIDOS","BOYACA","TUNJA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","2018","CAMIONETA","8","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"MAZDA","2007","AUTOMOVIL","18","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"HONDA","2021","MOTOCICLETA","5","12/2025","CON HERIDOS","CORDOBA","MONTERIA","STRIA MCPAL TTEyTTO MONTERIA"
"CHEVROLET","2007","MICROBUS","19","12/2025","CON MUERTOS","CUNDINAMARCA","SOACHA","STRIA MCPAL DE SOACHA"
"NISSAN","2008","MICROBUS","16","12/2025","CON HERIDOS","ANTIOQUIA","APARTADO","STRIA MCPAL TTEyTTO APARTADO"
"MAZDA","2021","CAMIONETA","5","12/2025","CON HERIDOS","ANTIOQUIA","APARTADO","STRIA MCPAL TTEyTTO APARTADO"
"RENAULT","2008","AUTOMOVIL","18","12/2025","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
